id,title,Discipline 1
59657,"Caron, D (2003): Nanoplankton abundance and biovolume at station TT043_7-28",Microbiology
59658,"Olson, R (2003): Picophytoplankton cell counts at station TT053_22-7",Microbiology
59659,"Campbell, L (2003): Picoplankton population estimates at station TT043_13-18",Microbiology
59666,"Marra, J (2003): Photosynthetically available radiation at station TT050_7-5",Microbiology
59669,"Bender, ML; Dickson, ML (2003): In situ gross/net oxygen production rates at station TT049_22-3",Microbiology
59672,"Bender, ML; Dickson, ML (2003): Net oxygen production on-deck as measured from on-deck incubators at station TT049_27-5",Microbiology
59705,"Ducklow, HW (2003): Bacterial abundance, thymidine and leucine incorporation at station TT008_5-TM30",Microbiology
59725,"Sieracki, M (2003): Cyanobacteria, phototrophic and heterotrophic pico-nanoplankton at station TT007_7-CTD82",Microbiology
59727,"Verity, P (2003): Abundance, biovolume and biomass of heterotrophic dinoflagellates at station TT011_6-CTD68",Microbiology
59730,"Landry, MR (2003): Phytoplankton growth and microzooplankton herbivory at station TT007_11-TM2",Microbiology
59734,"Stoecker, DK (2003): Microplankton counts and carbon biomass at station TT007_9-CTD108",Microbiology
59740,"Bidigare, RR (2003): Phycoerythrin pigment concentrations at station TT007_3-CTD33",Microbiology
59746,"Smith, WOJ (2003): Chlorophyll a concentration at station KIWI-7/1-10",Microbiology
59753,"Smith, WOJ (2003): Chlorophyll a concentration at station KIWI-7/4-8",Microbiology
59899,"Smith, WOJ (2003): Chlorophyll a and phaeopigment concentrations at station NBP96-04A-13-3",Microbiology
61505,"Smith, WOJ (2003): Chlorophyll a and phaeopigment concentrations at station NBP97-08-05-9",Microbiology
61822,"Smith, WOJ (2003): Chlorophyll a and phaeopigment concentrations at station NBP97-08-08-5",Microbiology
62174,"Gardner, W; Richardson, MJ (2003): Particulate matter concentration from filtered niskin bottles at station NBP97-01-23-1",Microbiology
62175,"Caron, D; Lonsdale, D (2003): Nanoplankton abundance and biomass at station NBP97-03-16-1",Microbiology
62176,"Olson, R; Sosik, H (2003): Picoplankton abundance and biomass at station NBP97-01-08-20",Microbiology
62177,"Bender, ML; Dickson, ML (2003): Gross and net oxygen production rates at station KIWI-7/4-25",Microbiology
62178,"Barber, R (2003): Chlorophyll a at station NBP97-01-13-4",Microbiology
62179,"Barber, R (2003): Primary production at station NBP97-01-09-1",Microbiology
62180,"Barber, R (2003): On deck incubation primary production at station KIWI-7/4-25",Microbiology
62181,"Barber, R (2003): On deck incubation primary production at station KIWI-9/13-23",Microbiology
62200,"Barlow, RG (2004): Pigment concentrations at bottle station A7/45",Microbiology
62201,"Burkill, P (2004): Biomass and abundance of microzooplankton and nanoflagellates at bottle station A3/26",Microbiology
62202,"Burkill, P (2004): Biomass and abundance of microzooplankton and nanoflagellates at bottle station A8/5",Microbiology
62203,"Talbot, V; Giuliano, L; Bruni, V et al. (1997): Bacteria biomass and production at station Antares-II_A11",Microbiology
62204,"Fiala, M (2004): Chlorophyll a in different size fractions at station ANTARES-II_A15",Microbiology
62205,"Becquevort, S (1997): Nano- and microprotozoa biomass and ingestion rates at station ANTARES-II_A08",Microbiology
62206,"Caubert, T (2004): Primary production measured with 32Si uptake method at station ANTARES-III_A18",Microbiology
62207,"Mayzaud, P; Razouls, S (2004): Biomass of zooplankton at station ANTARES-III_A14",Microbiology
63870,"Belviso, S (2004): Dimethylsulphoniopropionate and dimethylsulphide at bottle station ANTARES-III_0460",Microbiology
65504,"Griffiths, B (2004): Primary production and photosynthetic parameters in and around the Subantarctic front in the Kerguelen-Crozet Basin at station ANTARES-IV_059",Microbiology
65507,"Sempéré, R (2004): Bacterial counts and production at bottle station ANTARES-IV_026",Microbiology
65509,"Marty, J-C; Chiavérini, J (2002): Primary production at time series station DYFAMED from date 1994-01-12",Microbiology
65510,"Marty, J-C; Chiavérini, J (2002): Primary production at time series station DYFAMED from date 1999-06-14",Microbiology
66871,"Van Wambeke, F; Goutx, M; Striby, L et al. (2001): Abundance of bacteria, cyanobacteria, nanoflagellates; bacterial production; organic carbon at station DYNAPROC_273",Microbiology
68695,"Le Borgne, R; Rodier, M (1997): Net zooplankton at station FLUPAC_011",Microbiology
76267,"Le Borgne, R; Rodier, M (1997): Net zooplankton at station FLUPAC_022",Microbiology
76268,"Blain, S; Blanchot, J; Chrétiennot-Dinet, M-J (2004): Phytoplankton abundance at station FLUPAC_097",Microbiology
76269,"Navarette, C (2004): Nitrogen primary production at station FLUPAC_088",Microbiology
76272,"Le Borgne, R; Rodier, M; Le Bouteiller, A et al. (1999): Primary production of carbon at station FLUPAC_053",Microbiology
76274,"Dandonneau, Y (2004): Primary production of carbon at Let-Go station FLUPAC_015",Microbiology
76275,"Prieur, LM; Momzikoff, A (2004): Fluorescence measured on water bottle samples at station TOMO-III_007",Microbiology
76276,"Prieur, LM; Momzikoff, A (2004): Fluorescence measured on water bottle samples at station TOMO-III_010",Microbiology
77399,"Wyman, M (2004): Abundance of cyanobacteria and concentration of phycoerthrin at station DI182_11864#23",Microbiology
77406,"Burkill, P (2004): Abundance and biomass of microzooplankton at station CD47_0506C#9",Microbiology
77481,"Burkill, P (2004): Abundance and biomass of microzooplankton at station DI183_11872#3",Microbiology
77492,"Barlow, RG; Savidge, G (2004): Pigments measured at station CD46_1305C#2",Microbiology
77493,"Savidge, G (2004): Pigments measured at station DI182_CL0306891256",Microbiology
77499,"Savidge, G (2004): Pigments measured at station DI182_CL2405892315",Microbiology
77508,"Joint, I; Barlow, RG; Weeks, A et al. (2004): Pigments measured at station DI183_11869#33",Microbiology
77509,"Wu, G; Berger, WH (1989): (Table 4) Abundance of Pulleniatina obliquiloculata in sediment core ERDC-112BX",Microbiology
77510,"Meyer, B; Fuentes, V; Guerra, C et al. (2009): Metabolic rates of Euphasia superba larvae at station PS69/498-B",Microbiology
77511,"Pagou, K; Assimakopoulou, G (2008): Concentrations of chlorophyll-alpha in water of the Aegean Sea at Station SEPT-1998-IR64",Microbiology
77514,"Tan, TL; Joiris, CR; Glansdorff, N et al. (1999): Table 2. Colony counts of eutrophic bacteria, total acridine orange direct counts of bacteria, amounts of bacterial organic carbon and particulate organic carbon at station PS16/552",Microbiology
77515,"Hünken, M; Karsten, U; Wiencke, C (2005): Adenylate concentration and energy charge in different thallus regions and after UV radiation in brown, red and green algae",Microbiology
77521,"Schmidt, C; Morard, R; Prazeres, M et al. (2016): Experimental data on photophysiology and growth rates of the invasive foraminifera Amphistegina lobifera showing high thermal tolerance from the Eastern Mediterranean and the Gulf of Aqaba",Microbiology
77522,"Barrett, PM; Neumann, RB; Gawel, JE (2018): Water-column aqueous arsenic, oxygen, and temperature; arsenic content of sediment, porewater, plankton, and sediment trap samples in two lakes in the Puget Sound lowland (2016-2018)",Multidisciplinary
77523,"Harrison, PJ (2002): Light intensity of P26 (1990-05-20T09:30)",Ocean Optics
77524,"Aiken, J (2003): Irradiance at station A1/46",Ocean optics
77525,"Aiken, J (2003): Irradiance at station GOM6A/2",Ocean optics
77526,"Heinz, P; Hemleben, C (2003): Total benthic foraminifera diversity in sediment core SO118_MC-18",Paleoceanography
77527,"Lamy, F; Rühlemann, C; Hebbeln, D et al. (2002): Temperature and salinity reconstruction for sediment core GeoB3313-1",Paleoceanography
77528,"Diester-Haass, L (1991): Eocene/Oligocene paleoceanography from ODP Hole 113-689B and Hole 113-690B",Paleoceanography
77529,"Romero, OE; Kim, J-H; Donner, B (2008): Micropaleontological and geochemical proxy studies of sediment core GeoB7926-2",Paleoceanography
77530,"Junttila, J; Aagaard-Sørensen, S; Husum, K et al. (2010): Radiocarbon ages, clay mineral content and planktic foraminifera counts of sediment cores from the SW Barents Sea",Paleoceanography
77531,"Robinson, SA; Vance, D (2012): Age model and Nd isotope ratios of DSDO Hole 43-386 and ODP Hole 210-1276A",Paleoceanography
77532,"Murphy, DP; Thomas, DJ (2012): Nd-isotope ratios of Cretaceous sediment samples",Paleoceanography
77533,"Nielsen, SG; Gannoun, A; Marnham, C et al. (2011): Os and Tl isotope measurements from 109D-C and ODP Hole 121-756B",Paleoceanography
77534,"Bender, VB; Hanebuth, TJJ; Chiessi, CM (2013): Multi-proxy analyses of sediment core GeoB13801-2",Paleoceanography
